id,cltv
89720,84372.41891
89721,132027.746
89722,29345.46233
89723,103112.3315
89724,95837.15194
89725,118656.0308
89726,32673.45418
89727,34013.44837
89728,59081.16017
89729,142867.2972
89730,105081.2174
89731,133780.136
89732,41471.13534
89733,123242.9511
89734,117462.9584
89735,135211.3004
89736,100207.0419
89737,123762.4672
89738,44447.58124
89739,35421.95304
89740,123567.0242
89741,114864.4817
89742,120966.5272
89743,113132.8663
89744,32842.87714
89745,119353.4385
89746,48492.26684
89747,116765.338
89748,121974.1967
89749,64553.93134
89750,109920.3924
89751,111871.7506
89752,27546.79048
89753,123528.7758
89754,128051.3353
89755,117064.5122
89756,54925.44732
89757,131701.9209
89758,121861.3015
89759,132002.7912
89760,54813.82911
89761,125408.6776
89762,116254.4509
89763,108843.1572
89764,97442.09965
89765,118524.6086
89766,127011.2557
89767,127683.1957
89768,111631.0761
89769,108565.6343
89770,76838.86868
89771,117681.8963
89772,113520.324
89773,112287.2298
89774,129849.1336
89775,122570.8048
89776,114669.3625
89777,98529.04331
89778,150976.6013
89779,29108.71924
89780,51909.44599
89781,103471.2812
89782,110376.6978
89783,131226.6196
89784,96377.34985
89785,116159.3799
89786,125570.4482
89787,107581.9442
89788,142411.4899
89789,56517.33974
89790,119172.0932
89791,54704.70031
89792,116959.7751
89793,128193.2351
89794,139348.2466
89795,107739.3683
89796,50553.58831
89797,120570.4646
89798,43403.15804
89799,37874.21824
89800,117966.9424
89801,106145.953
89802,125488.0382
89803,122879.9679
89804,114005.3913
89805,112322.5458
89806,120654.3449
89807,116320.4598
89808,54517.83949
89809,123410.672
89810,105279.4659
89811,95547.85324
89812,61309.78244
89813,44264.84767
89814,55855.37882
89815,73425.25481
89816,145148.9378
89817,124115.4195
89818,48794.53846
89819,118713.3199
89820,36363.66191
89821,47215.45704
89822,38074.25217
89823,29567.48256
89824,122095.0989
89825,53077.0014
89826,120955.8463
89827,122112.9902
89828,133560.6248
89829,112479.7452
89830,44889.39175
89831,128616.4297
89832,107650.9546
89833,67046.84796
89834,113940.8037
89835,50892.32629
89836,125176.1409
89837,102567.15
89838,25525.19223
89839,122926.5212
89840,126044.6947
89841,53247.30058
89842,70059.99729
89843,124101.7756
89844,35993.30131
89845,37375.29933
89846,121800.0761
89847,102973.5323
89848,43146.77119
89849,58889.75888
89850,64277.68141
89851,118558.3191
89852,125036.1723
89853,130344.9141
89854,124396.4342
89855,111928.0828
89856,134282.3478
89857,41456.94776
89858,106058.1951
89859,100195.6904
89860,38876.10658
89861,141097.4755
89862,119395.585
89863,118279.5261
89864,90867.30104
89865,31863.38393
89866,157369.9219
89867,136232.8269
89868,53155.17149
89869,103588.1193
89870,149920.2928
89871,76852.24573
89872,119879.3139
89873,143531.5626
89874,105328.7411
89875,102868.9739
89876,123091.8942
89877,76955.91809
89878,47750.0528
89879,32841.51332
89880,26386.52982
89881,118436.0771
89882,139487.1807
89883,117793.5946
89884,110289.9
89885,121008.0194
89886,97781.05979
89887,122325.0342
89888,129642.8957
89889,141744.0736
89890,95409.50871
89891,124543.5721
89892,40752.93635
89893,113131.5442
89894,31331.41279
89895,55904.70229
89896,116684.2846
89897,115151.4274
89898,55164.04447
89899,126579.9646
89900,94738.79145
89901,108658.6899
89902,131131.9791
89903,121933.9694
89904,98220.35891
89905,67313.44419
89906,143370.402
89907,94132.33724
89908,28790.15588
89909,124815.4631
89910,121014.0512
89911,110448.506
89912,110577.619
89913,66819.79567
89914,109569.5314
89915,126732.037
89916,118533.3888
89917,130556.9735
89918,115846.2675
89919,125843.2379
89920,52825.70852
89921,123786.2069
89922,112889.7991
89923,143647.6647
89924,118492.751
89925,26097.65543
89926,65261.32398
89927,95845.21006
89928,133758.9326
89929,127804.7771
89930,113937.9457
89931,140061.7433
89932,126005.0751
89933,41990.67403
89934,125355.8044
89935,121682.7634
89936,39251.46426
89937,104780.1239
89938,115799.3127
89939,125179.7568
89940,39928.05081
89941,129569.4978
89942,110859.2898
89943,143725.9013
89944,124592.5912
89945,109540.9155
89946,96588.94805
89947,125067.2523
89948,103213.2226
89949,127723.8165
89950,111628.8306
89951,68717.71302
89952,120576.5274
89953,122557.5215
89954,97695.07892
89955,94174.49928
89956,116928.6542
89957,37087.07111
89958,114131.4599
89959,107405.3475
89960,143728.5077
89961,54746.75629
89962,110548.4327
89963,58561.35853
89964,98441.86025
89965,121841.6956
89966,117245.9675
89967,95174.38994
89968,121716.1405
89969,114833.7064
89970,152460.5814
89971,46284.64526
89972,110698.1691
89973,56931.99274
89974,122837.1032
89975,137072.7784
89976,30915.20676
89977,104374.2133
89978,131427.1934
89979,113844.8547
89980,132400.8272
89981,57046.55365
89982,123472.3032
89983,64937.12805
89984,146822.8056
89985,122928.5594
89986,130408.4089
89987,60733.29959
89988,55540.11758
89989,48746.68245
89990,121518.0568
89991,95664.37011
89992,119914.1583
89993,123430.3928
89994,48286.30424
89995,57490.07656
89996,33885.74239
89997,122088.2695
89998,29234.44769
89999,134910.5028
90000,36653.46888
90001,51929.05439
90002,134857.1083
90003,119933.9934
90004,134245.3394
90005,138436.6579
90006,55465.57559
90007,123404.1673
90008,132944.3522
90009,56881.32747
90010,56848.46124
90011,50420.66988
90012,117627.4356
90013,146923.0504
90014,134601.2767
90015,47181.35363
90016,115211.5254
90017,146284.5216
90018,102702.8679
90019,35563.09442
90020,41274.81179
90021,118000.8919
90022,37361.43289
90023,131447.871
90024,106958.2732
90025,127486.1097
90026,121467.207
90027,127087.9455
90028,41408.86757
90029,54126.71254
90030,46275.27099
90031,140705.5845
90032,34757.2495
90033,114246.7181
90034,100374.6192
90035,113285.5759
90036,124570.6461
90037,46425.44361
90038,110797.2222
90039,55711.5685
90040,141964.1387
90041,55638.29324
90042,113283.5276
90043,114991.5974
90044,117164.8236
90045,137327.4039
90046,64828.18189
90047,127615.0349
90048,129385.4277
90049,41255.85307
90050,133744.6698
90051,40917.86437
90052,60746.34169
90053,65877.701
90054,120449.7823
90055,50903.7242
90056,115111.1778
90057,63453.58083
90058,112725.8211
90059,136213.0832
90060,75085.4749
90061,129360.3642
90062,53882.6672
90063,63654.78994
90064,100187.6991
90065,56381.05787
90066,135200.679
90067,129354.836
90068,119202.9948
90069,119501.5682
90070,123005.9239
90071,62066.2294
90072,123461.9505
90073,130264.3624
90074,49801.31556
90075,34009.93274
90076,55486.57005
90077,153478.58
90078,109629.5043
90079,56125.18623
90080,62030.39183
90081,121974.6251
90082,32915.72864
90083,121228.2568
90084,116928.218
90085,105430.2589
90086,122338.2809
90087,129755.8936
90088,139242.9903
90089,56657.11309
90090,54654.88604
90091,40639.50317
90092,134794.4226
90093,33020.04814
90094,68750.67586
90095,70132.81174
90096,102087.0677
90097,121086.8325
90098,103578.1513
90099,56237.62179
90100,49550.07375
90101,122411.1534
90102,59052.40933
90103,121979.1216
90104,120573.9629
90105,132753.6967
90106,122929.8049
90107,58351.12033
90108,52876.36176
90109,26223.73746
90110,104162.8607
90111,111787.4468
90112,103181.4715
90113,101798.6429
90114,61656.70003
90115,104458.4948
90116,156342.6666
90117,103946.1292
90118,129556.4096
90119,95640.14453
90120,126205.8474
90121,39646.80465
90122,127347.1977
90123,38919.30634
90124,116707.4548
90125,133972.0655
90126,130696.2388
90127,113077.3211
90128,48622.00735
90129,101637.7021
90130,118253.2109
90131,121955.2126
90132,131309.7035
90133,127977.7924
90134,65667.8274
90135,34732.6987
90136,111277.6413
90137,33009.49473
90138,97949.10182
90139,115159.9484
90140,113964.3274
90141,73584.18003
90142,138763.2921
90143,124778.8767
90144,69054.84645
90145,53636.36725
90146,124775.7367
90147,122003.5415
90148,44100.90518
90149,42478.19106
90150,43711.31455
90151,96672.17097
90152,40606.75278
90153,119232.4431
90154,48629.71966
90155,107110.0931
90156,130411.4911
90157,102263.4931
90158,113784.3513
90159,61074.39966
90160,127735.2306
90161,133656.873
90162,135860.5169
90163,130754.8154
90164,42483.26185
90165,64796.781
90166,135994.16
90167,67660.74741
90168,41925.21483
90169,45345.91129
90170,65553.0283
90171,111438.7095
90172,55586.11656
90173,122555.3281
90174,116852.2297
90175,158626.9521
90176,129850.8603
90177,41423.99283
90178,131562.0142
90179,109005.336
90180,119091.884
90181,59814.23945
90182,59574.06552
90183,132289.6642
90184,123187.727
90185,105854.7397
90186,123759.4065
90187,118430.3701
90188,152172.2873
90189,119365.9011
90190,53389.71048
90191,115271.8182
90192,59795.19809
90193,130545.932
90194,113053.0632
90195,124563.3455
90196,48164.54607
90197,29701.75405
90198,101587.9783
90199,112187.2465
90200,52934.06845
90201,34561.44412
90202,122808.8491
90203,142716.6103
90204,124477.2045
90205,115794.7693
90206,113272.6286
90207,122551.9603
90208,101031.4974
90209,65484.89783
90210,123679.5042
90211,58524.00464
90212,136630.3253
90213,117260.8991
90214,115854.4829
90215,38241.86654
90216,123428.0253
90217,127122.582
90218,110299.3386
90219,127223.0975
90220,135595.3992
90221,112658.7926
90222,145035.4148
90223,125827.8749
90224,60931.61131
90225,34840.59365
90226,113006.2163
90227,51755.67279
90228,34561.17136
90229,133194.2888
90230,57001.47292
90231,58972.56731
90232,122566.9043
90233,59612.22618
90234,119200.3938
90235,119199.6472
90236,29127.03493
90237,129763.6218
90238,120484.6193
90239,35495.08367
90240,102085.613
90241,93990.91327
90242,51082.27423
90243,40699.95396
90244,53962.76877
90245,59875.07531
90246,48751.69981
90247,136034.4384
90248,29819.07079
90249,123857.1232
90250,133749.634
90251,112186.0143
90252,120159.0854
90253,110983.6791
90254,125266.2658
90255,118110.0259
90256,64565.19083
90257,116879.9447
90258,44752.05013
90259,116018.7527
90260,128585.7747
90261,123485.9775
90262,117385.66
90263,116375.8835
90264,123018.4525
90265,126258.9873
90266,101194.3428
90267,131241.0154
90268,120261.3799
90269,129430.18
90270,139082.624
90271,135921.3172
90272,134724.0372
90273,126482.6292
90274,29657.14597
90275,103244.8047
90276,55640.63014
90277,99107.34504
90278,127004.2841
90279,122032.7133
90280,48254.44473
90281,104469.5768
90282,130220.599
90283,31029.93729
90284,111738.0123
90285,56068.60257
90286,123373.0945
90287,105632.2234
90288,45526.89814
90289,29700.82463
90290,127818.2841
90291,60740.36835
90292,62995.04358
90293,67977.64422
90294,113260.2554
90295,50888.93362
90296,44616.92051
90297,130225.2775
90298,54111.30012
90299,128316.7471
90300,59047.45927
90301,30849.05871
90302,115922.8767
90303,120050.8143
90304,101222.4279
90305,49799.19098
90306,122422.1963
90307,116567.7303
90308,148485.5313
90309,58719.48633
90310,63707.02509
90311,122910.1482
90312,118391.8169
90313,110093.5138
90314,120652.1987
90315,137250.3312
90316,111234.8013
90317,114129.1517
90318,121882.0945
90319,124180.6418
90320,114092.6133
90321,58872.99517
90322,123243.5231
90323,104787.6989
90324,107095.946
90325,44025.80338
90326,67084.39375
90327,42219.59625
90328,60865.75174
90329,127080.2992
90330,131874.1088
90331,116836.6282
90332,112457.4871
90333,54838.015
90334,58531.66667
90335,97373.96976
90336,34560.0803
90337,120460.0618
90338,56127.51428
90339,121810.4918
90340,55819.11951
90341,138127.4429
90342,121022.4986
90343,61933.38732
90344,118503.0169
90345,119163.6151
90346,122336.5581
90347,122352.7383
90348,37615.99066
90349,138124.4832
90350,126240.3992
90351,95778.56521
90352,112417.6578
90353,160672.3701
90354,79358.27529
90355,125512.1
90356,42643.48208
90357,98297.87083
90358,60615.12972
90359,56083.39365
90360,133925.6076
90361,97222.83375
90362,52780.81016
90363,111507.2333
90364,125275.8487
90365,40656.07451
90366,122431.225
90367,126535.2165
90368,105400.7867
90369,121561.6113
90370,96669.95855
90371,129662.9109
90372,141058.9037
90373,120258.5614
90374,117982.9096
90375,115013.5779
90376,120603.674
90377,42568.08492
90378,39732.2526
90379,95765.45878
90380,112700.4572
90381,120297.8558
90382,124080.9527
90383,128426.6153
90384,125079.5627
90385,137246.7445
90386,117695.7679
90387,125318.7735
90388,132739.8394
90389,130432.5701
90390,50529.17845
90391,48672.00185
90392,107164.6147
90393,96895.03929
90394,123679.8758
90395,129004.4315
90396,26976.74823
90397,128285.3552
90398,144057.3291
90399,37452.25045
90400,128193.3445
90401,117483.219
90402,120067.6285
90403,113765.4648
90404,109613.03
90405,128448.7755
90406,156684.455
90407,123810.348
90408,131999.5762
90409,122437.4924
90410,59646.24052
90411,125849.1935
90412,146779.5161
90413,116371.0228
90414,112059.5023
90415,119535.3299
90416,57954.04852
90417,119151.5647
90418,45862.32112
90419,126444.3755
90420,125164.761
90421,108126.1991
90422,49435.73453
90423,117943.6205
90424,127569.4502
90425,121565.8607
90426,125484.749
90427,119088.4453
90428,31293.48007
90429,59548.26727
90430,126514.4955
90431,120000.5459
90432,113939.6072
90433,119823.7497
90434,134884.2436
90435,119638.6832
90436,49601.353
90437,111482.7053
90438,49528.63091
90439,109079.8172
90440,98699.31307
90441,58793.74131
90442,44220.89959
90443,139766.9886
90444,134700.8006
90445,38905.35122
90446,65563.51055
90447,96138.68573
90448,121882.225
90449,144801.8592
90450,125903.1372
90451,40655.20571
90452,134812.5258
90453,49120.98579
90454,135414.6781
90455,102318.3596
90456,51190.02065
90457,127832.9275
90458,93596.2759
90459,110785.0383
90460,67701.36771
90461,45104.35511
90462,66017.268
90463,117054.6891
90464,118629.6899
90465,121483.4725
90466,146966.8241
90467,131408.6895
90468,36420.32034
90469,107869.8324
90470,106504.7282
90471,94041.34559
90472,95551.28448
90473,60661.6321
90474,108854.1291
90475,40654.96325
90476,51499.82463
90477,61051.46419
90478,131378.5413
90479,53552.99794
90480,133374.0562
90481,119635.0513
90482,95754.30933
90483,92780.2191
90484,123538.1822
90485,123099.3847
90486,127132.524
90487,50722.48642
90488,119747.9388
90489,120514.9992
90490,119719.5939
90491,93403.26556
90492,53454.75145
90493,98082.78858
90494,122258.5645
90495,57229.60404
90496,56886.23282
90497,114814.1973
90498,64386.67276
90499,108449.3359
90500,55301.61624
90501,103222.8071
90502,114436.0067
90503,64861.09667
90504,38747.70369
90505,127157.7834
90506,139514.6262
90507,113023.4273
90508,131073.3235
90509,56681.49836
90510,141947.0426
90511,119702.1882
90512,62476.4716
90513,102036.4491
90514,37434.85314
90515,118880.2472
90516,116534.6069
90517,31771.50326
90518,45660.59257
90519,113862.6021
90520,92776.87462
90521,52470.13463
90522,105925.3785
90523,108956.517
90524,101274.4512
90525,127191.4514
90526,57810.48062
90527,93542.82297
90528,126897.1886
90529,120810.3756
90530,51583.96803
90531,116476.7544
90532,132054.3747
90533,142134.4059
90534,117265.7745
90535,31410.23107
90536,133492.4721
90537,50392.53279
90538,62006.82629
90539,57590.46078
90540,117843.0965
90541,113199.1451
90542,102413.7269
90543,113272.729
90544,131851.5526
90545,46555.10245
90546,56973.20087
90547,141072.9943
90548,98550.84
90549,118264.5469
90550,135314.5051
90551,130500.6888
90552,126046.1981
90553,124048.2349
90554,142283.167
90555,95593.09293
90556,47600.66746
90557,113467.3267
90558,113317.7757
90559,61232.81819
90560,122581.1888
90561,39959.19129
90562,118499.6809
90563,134326.614
90564,103231.7762
90565,115232.1637
90566,57154.31953
90567,125171.2246
90568,119179.6992
90569,131936.6936
90570,105553.3046
90571,141059.2997
90572,121542.6598
90573,119083.5485
90574,118734.1169
90575,119530.7454
90576,47857.60779
90577,34642.93954
90578,127143.6281
90579,49831.54826
90580,112901.4314
90581,130364.7831
90582,115191.6687
90583,95838.5829
90584,120728.1035
90585,118363.1874
90586,106018.3025
90587,61314.4281
90588,53743.81831
90589,132461.6575
90590,37079.91851
90591,95838.50208
90592,125603.5291
90593,124736.9511
90594,116051.524
90595,123319.7791
90596,116894.3222
90597,124693.0686
90598,135159.7601
90599,92238.74173
90600,118403.2223
90601,121366.644
90602,124917.9363
90603,102359.5114
90604,49151.44763
90605,110261.3058
90606,122034.2092
90607,46728.3829
90608,188082.8351
90609,128865.6398
90610,92625.5954
90611,122728.0799
90612,107499.5938
90613,122107.2899
90614,38916.19724
90615,150032.7217
90616,136573.1871
90617,112159.2543
90618,122159.0218
90619,106188.6936
90620,128741.6145
90621,29962.47826
90622,124975.3676
90623,117914.2681
90624,45137.25219
90625,104583.5166
90626,41494.16556
90627,114583.62
90628,120866.6769
90629,60703.38015
90630,50371.67129
90631,118077.935
90632,35867.50867
90633,115710.5314
90634,116407.3277
90635,118983.4044
90636,96974.92589
90637,50781.69023
90638,129076.589
90639,137178.9241
90640,47902.36684
90641,127637.8546
90642,105218.8592
90643,132926.184
90644,44249.1639
90645,103629.4292
90646,61523.65106
90647,56323.16868
90648,95709.98538
90649,53932.21543
90650,124281.1767
90651,103828.6763
90652,119800.0782
90653,188788.4366
90654,146881.8066
90655,134708.8083
90656,136661.9812
90657,60761.00263
90658,37285.39616
90659,123230.7647
90660,54496.07961
90661,127016.8837
90662,41081.33922
90663,111414.1356
90664,105150.1724
90665,151691.2354
90666,42919.72974
90667,32450.71305
90668,95634.59832
90669,40910.97055
90670,62151.58644
90671,125712.8763
90672,124166.6781
90673,105090.9256
90674,121578.9847
90675,34727.24342
90676,44210.22889
90677,143990.545
90678,35494.65329
90679,133590.6978
90680,58976.00656
90681,125213.5172
90682,134292.8311
90683,112761.2209
90684,125048.3432
90685,50172.69296
90686,121650.8575
90687,110132.0632
90688,50220.00321
90689,65112.28748
90690,121156.3353
90691,120097.5773
90692,128403.7415
90693,125204.3819
90694,95794.81458
90695,132626.1706
90696,123034.0725
90697,52139.91673
90698,104299.7696
90699,32653.51565
90700,52127.8767
90701,109285.7855
90702,108078.9927
90703,129848.4894
90704,125540.4229
90705,165703.3667
90706,126867.8047
90707,112239.7087
90708,116203.5672
90709,141730.0489
90710,124377.0914
90711,43188.54676
90712,123501.3282
90713,115961.9599
90714,117180.8364
90715,117531.225
90716,110216.4749
90717,146970.0704
90718,97122.33047
90719,43077.09326
90720,119415.5846
90721,94081.46695
90722,46633.63329
90723,119046.9204
90724,45173.16627
90725,131108.4942
90726,99485.64866
90727,56638.28199
90728,98346.87871
90729,118778.8764
90730,45076.01315
90731,102911.4573
90732,121589.6019
90733,66586.20787
90734,122035.1261
90735,103016.4425
90736,121577.7568
90737,106794.4793
90738,138486.8664
90739,131197.2129
90740,135401.6678
90741,141144.6955
90742,123029.5112
90743,97601.81423
90744,140194.3166
90745,94890.73385
90746,56652.68042
90747,97517.46293
90748,41012.62122
90749,38607.17884
90750,121357.7355
90751,59504.10853
90752,94038.50682
90753,69228.1612
90754,135067.2684
90755,111833.6035
90756,121841.5843
90757,54050.02961
90758,133233.7241
90759,124718.898
90760,119780.0633
90761,107906.7552
90762,37930.25166
90763,118296.1951
90764,53277.36332
90765,53061.99088
90766,57134.68491
90767,119291.4525
90768,30046.28712
90769,143200.6566
90770,129834.9242
90771,120341.4462
90772,98529.10035
90773,110799.4433
90774,111492.9723
90775,109977.8944
90776,62646.47824
90777,109414.4269
90778,123440.1124
90779,129399.6099
90780,33406.73619
90781,134974.3873
90782,126929.7822
90783,61746.01147
90784,124877.0905
90785,70404.7762
90786,124386.3347
90787,108862.0761
90788,119380.9668
90789,52817.3644
90790,70420.89639
90791,63461.50809
90792,128755.9486
90793,127831.967
90794,37428.0736
90795,43015.70344
90796,45063.50378
90797,101604.6774
90798,117787.8895
90799,112648.4558
90800,27100.60774
90801,114301.9831
90802,37152.47688
90803,122086.3551
90804,64487.45548
90805,127427.068
90806,31876.81006
90807,136005.492
90808,116018.0423
90809,46975.44827
90810,128267.1084
90811,151698.1179
90812,124546.894
90813,122262.2234
90814,53717.76784
90815,46157.18015
90816,108808.8617
90817,114434.2283
90818,117580.4509
90819,43573.81711
90820,129068.1827
90821,37536.02723
90822,114244.2618
90823,114222.7362
90824,139561.936
90825,111960.9304
90826,113748.8127
90827,148769.5216
90828,110408.3042
90829,99366.77615
90830,37905.66649
90831,121879.8738
90832,29311.31621
90833,42650.0401
90834,56904.09943
90835,117515.1901
90836,32737.42554
90837,104988.0909
90838,128921.0554
90839,55290.29902
90840,116545.1955
90841,126023.284
90842,29183.27432
90843,99461.26087
90844,129930.8345
90845,69762.71136
90846,126711.2343
90847,124234.3599
90848,114859.6484
90849,97368.77713
90850,120505.7751
90851,138162.1438
90852,55143.32701
90853,125742.5611
90854,119186.2332
90855,57657.16517
90856,123712.5944
90857,121385.3408
90858,41526.89912
90859,121871.2628
90860,110723.8044
90861,130344.1774
90862,98456.45366
90863,117075.3333
90864,56626.85645
90865,121480.0427
90866,115215.7232
90867,56691.15518
90868,126737.2396
90869,127454.4804
90870,61265.46306
90871,130952.487
90872,154878.2602
90873,44629.68686
90874,62835.89267
90875,112832.8901
90876,134158.2581
90877,61529.65778
90878,113660.7294
90879,103617.69
90880,119387.5153
90881,97260.22747
90882,128943.989
90883,117005.9228
90884,121968.2063
90885,130792.4112
90886,129325.8218
90887,42904.67999
90888,117526.8696
90889,126184.6682
90890,131116.5207
90891,59094.2123
90892,136521.9153
90893,131874.3508
90894,129287.3094
90895,127680.4701
90896,122459.4132
90897,93399.16399
90898,61610.24225
90899,64156.29961
90900,131342.509
90901,123958.4622
90902,62799.96804
90903,99599.82118
90904,95410.69683
90905,122796.8059
90906,77143.75266
90907,71959.94449
90908,105061.2252
90909,100529.4642
90910,121972.9958
90911,132128.6778
90912,56292.56786
90913,137339.3757
90914,52262.24545
90915,60295.25919
90916,108523.7525
90917,118713.5602
90918,30077.30981
90919,119018.8343
90920,124182.6369
90921,65027.94335
90922,60210.26852
90923,129016.4399
90924,95792.49103
90925,37364.3974
90926,39821.18324
90927,61630.9219
90928,115476.1287
90929,59832.92079
90930,126591.6585
90931,107263.6073
90932,127744.7099
90933,97685.18869
90934,122277.9233
90935,108520.5262
90936,133986.4204
90937,65085.98358
90938,110120.1079
90939,112054.093
90940,134554.3528
90941,80341.12227
90942,130606.4744
90943,37800.28205
90944,108050.395
90945,135640.4145
90946,109773.9105
90947,66734.06614
90948,48370.18386
90949,61661.80556
90950,122597.8013
90951,126311.3276
90952,104032.4092
90953,145464.3855
90954,125134.5523
90955,138578.4311
90956,60016.14458
